City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
35,Ilulissat,GL,69.2167,-51.1,30.22,80,75,10.36,broken clouds
36,Yarmouth,CA,43.8335,-66.1156,64.62,77,100,8.05,smoke
37,Port Saint John's,ZA,-31.6229,29.5448,62.37,66,98,7.02,overcast clouds
38,Yellowknife,CA,62.456,-114.3525,70.32,17,20,11.5,few clouds
39,Bayanhongor,MN,46.7167,100.1167,37.9,71,55,2.98,broken clouds
40,Pimenta Bueno,BR,-11.6725,-61.1936,75.04,89,49,1.63,light rain
41,Baixa Grande,BR,-11.9597,-40.1681,72.5,79,77,10.83,broken clouds
42,Katsuura,JP,35.1333,140.3,69.82,96,100,26.62,moderate rain
43,Whitehorse,CA,60.7161,-135.0538,61.02,31,75,17.27,broken clouds
44,Gatesville,US,31.4352,-97.7439,89.37,48,20,9.22,few clouds
45,Bredasdorp,ZA,-34.5322,20.0403,57.83,66,60,10.6,broken clouds
46,Adamstown,PN,-25.066,-130.1015,74.43,82,85,14.5,light rain
47,Saipan,MP,15.1355,145.701,84.9,100,40,16.11,scattered clouds
48,Rameswaram,IN,9.2833,79.3,84.43,75,100,11.14,overcast clouds
49,Koné,NC,-21.0595,164.8658,76.78,58,1,5.7,clear sky
50,Margaret River,AU,-33.95,115.0667,50.2,82,47,7.4,scattered clouds
51,Puerto Ayora,EC,-0.7393,-90.3518,85.96,90,83,7.0,broken clouds
52,Mhamid,MA,29.82,-5.72,81.46,15,0,2.01,clear sky
53,Cidreira,BR,-30.1811,-50.2056,67.69,80,0,14.36,clear sky
54,Puerto Natales,CL,-51.7236,-72.4875,36.43,91,21,2.93,few clouds
55,Chazuta,PE,-6.5742,-76.1367,85.05,96,79,2.28,broken clouds
56,Lihue,US,21.9789,-159.3672,81.64,68,40,12.66,scattered clouds
57,Sinabang,ID,2.4803,96.3801,79.57,84,99,4.43,overcast clouds
58,Verāval,IN,20.9,70.3667,83.23,82,21,12.84,few clouds
59,Punta Arenas,CL,-53.15,-70.9167,41.11,81,40,4.61,scattered clouds
60,Cabo San Lucas,MX,22.8909,-109.9124,86.61,64,77,12.55,broken clouds
61,Viçosa do Ceará,BR,-3.5622,-41.0922,69.13,92,41,2.82,scattered clouds
62,Stanley,FK,-51.7,-57.85,43.48,95,100,23.31,light rain
63,West Island,CC,-12.1568,96.8225,80.58,83,75,17.27,broken clouds
64,Chonchi,CL,-42.6128,-73.8092,50.13,90,100,11.88,moderate rain
65,Klaksvík,FO,62.2266,-6.589,45.52,91,76,9.86,broken clouds
66,Mugia,ES,43.1041,-9.2179,65.16,86,15,7.38,few clouds
67,Selfoss,IS,63.9331,-20.9971,52.05,82,94,6.87,overcast clouds
68,East London,ZA,-33.0153,27.9116,65.55,42,95,7.49,overcast clouds
69,Atamyrat,TM,37.8357,65.2106,78.44,11,15,7.74,few clouds
70,El Porvenir,PA,9.5653,-78.9533,82.96,75,100,9.46,overcast clouds
71,Tôlanaro,MG,-25.0319,46.9987,73.47,68,0,21.85,clear sky
72,Praia da Vitória,PT,38.7333,-27.0667,61.05,100,75,13.09,light intensity drizzle rain
73,Conception Bay South,CA,47.4999,-52.9981,46.04,96,100,10.58,overcast clouds
74,Keflavik,IS,64.0049,-22.5624,51.71,87,100,5.75,overcast clouds
75,Invercargill,NZ,-46.4,168.35,48.42,77,97,8.93,overcast clouds
76,Jamestown,SH,-15.9387,-5.7168,65.7,63,8,14.32,clear sky
77,Sandpoint,US,48.2766,-116.5533,81.86,36,40,10.36,scattered clouds
78,Bilibino,RU,68.0546,166.4372,48.49,44,98,14.54,overcast clouds
79,Wailua Homesteads,US,22.0669,-159.378,81.03,74,40,12.66,scattered clouds
80,Lüderitz,NA,-26.6481,15.1594,54.05,84,87,11.45,overcast clouds
81,Vila Franca do Campo,PT,37.7167,-25.4333,66.61,84,47,7.45,scattered clouds
82,Nuuk,GL,64.1835,-51.7216,38.88,69,7,13.0,clear sky
83,Anadyr,RU,64.75,177.4833,50.5,43,0,8.95,clear sky
84,Caucasia,CO,7.9865,-75.1935,81.14,88,54,5.46,broken clouds
85,Khovd,MN,48.0056,91.6419,52.81,45,6,3.4,clear sky
86,Gadzhiyevo,RU,69.2551,33.3362,38.62,66,100,0.96,overcast clouds
87,Bam,IR,29.106,58.357,86.38,23,100,6.85,overcast clouds
88,Arkhangelsk,RU,64.5401,40.5433,40.15,70,84,2.46,broken clouds
89,Ban Nam Yuen,TH,9.8769,98.8659,79.0,94,98,3.2,overcast clouds
90,Klyuchi,RU,52.2667,79.1667,64.49,51,10,1.39,clear sky
91,Vanino,RU,49.0869,140.2543,45.25,65,100,9.31,overcast clouds
92,Sola,VU,-13.8833,167.55,80.31,81,98,15.95,overcast clouds
93,Bulawayo,ZW,-20.15,28.5833,60.13,36,49,4.05,scattered clouds
94,Soe,ID,-9.8607,124.284,66.6,89,94,3.02,overcast clouds
95,Nemuro,JP,43.3236,145.575,49.96,89,95,20.96,overcast clouds
96,Belozersk,RU,60.0326,37.7957,42.33,96,100,12.37,overcast clouds
97,College,US,64.8569,-147.8028,44.58,81,100,10.36,light rain
98,Port Elizabeth,ZA,-33.918,25.5701,60.31,66,0,2.3,clear sky
99,Santo António,ST,1.6373,7.4178,80.67,83,82,14.29,broken clouds
100,Morondava,MG,-20.2833,44.2833,69.53,64,49,6.13,scattered clouds
101,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,41.59,93,75,8.95,broken clouds
102,Chibougamau,CA,49.9168,-74.3659,73.02,18,0,14.97,clear sky
103,Longyearbyen,SJ,78.2186,15.6401,33.64,55,0,4.61,clear sky
104,Kupang,ID,-10.1667,123.5833,75.78,88,20,4.61,few clouds
105,Novoleushkovskaya,RU,45.9956,39.9921,58.78,91,0,1.66,clear sky
106,Geraldton,AU,-28.7667,114.6,48.61,87,0,11.5,clear sky
107,Lautoka,FJ,-17.6167,177.4667,75.06,94,75,5.75,heavy intensity rain
108,Olonkinbyen,SJ,70.9221,-8.7187,31.3,88,100,10.25,overcast clouds
109,Ocean City,US,39.2776,-74.5746,82.65,77,0,7.81,clear sky
110,Xining,CN,36.6167,101.7667,48.87,85,100,1.32,overcast clouds
111,Tymovskoye,RU,50.8456,142.655,39.56,94,100,5.7,overcast clouds
112,Les Cayes,HT,18.2,-73.75,79.02,87,100,3.04,overcast clouds
113,Alofi,NU,-19.0595,-169.9187,76.89,94,55,11.5,light rain
114,Tatarsk,RU,55.219,75.9828,67.5,46,81,2.04,broken clouds
115,Słupsk,PL,54.4641,17.0287,33.46,87,0,2.55,clear sky
116,Kamina,CD,-8.7386,24.9906,62.8,43,95,1.86,overcast clouds
117,Lebu,CL,-37.6167,-73.65,54.64,86,41,17.11,light rain
118,Jining,CN,35.405,116.5814,69.71,44,99,3.65,overcast clouds
119,Pacific Grove,US,36.6177,-121.9166,67.55,77,75,12.66,broken clouds
120,Bamboo Flat,IN,11.7,92.7167,82.17,78,100,15.9,overcast clouds
121,Nova Olímpia,BR,-14.7972,-57.2881,76.32,67,5,0.76,clear sky
122,Hamilton,BM,32.2915,-64.778,71.64,95,100,25.32,mist
123,Thompson,CA,55.7435,-97.8558,77.16,53,75,6.91,light intensity shower rain
124,Enewetak,MH,11.3474,162.3373,80.49,82,100,12.86,moderate rain
125,Udon Thani,TH,17.3333,102.8333,85.82,78,20,3.44,few clouds
126,Talnakh,RU,69.4865,88.3972,40.84,96,100,17.11,moderate rain
127,Twon-Brass,NG,4.3151,6.2418,80.96,82,62,11.88,light rain
128,Vorgashor,RU,67.5833,63.95,49.96,75,21,7.14,few clouds
129,Valle de La Pascua,VE,9.2155,-66.0073,80.6,77,19,3.89,few clouds
130,Joshīmath,IN,30.5667,79.5667,53.67,59,6,7.61,clear sky
131,Verkhnyaya Sinyachikha,RU,57.976,61.6673,59.09,93,82,1.74,broken clouds
132,Polyarny,RU,69.1989,33.4478,38.79,66,100,0.58,overcast clouds
133,Ancud,CL,-41.8697,-73.8203,52.41,89,100,27.49,moderate rain
134,Kingston,NF,-29.0546,167.9663,66.61,82,75,9.22,broken clouds
135,Egilsstadir,IS,65.2653,-14.3948,57.11,62,0,12.66,clear sky
136,Phang Nga,TH,8.4509,98.5298,82.44,94,99,2.59,overcast clouds
137,Maragogi,BR,-9.0122,-35.2225,77.31,83,53,8.63,broken clouds
138,Bazou,CM,5.0569,10.4698,64.87,99,85,3.53,light rain
139,Hadibu,YE,12.65,54.0333,85.19,73,76,8.95,broken clouds
140,Hammerfest,NO,70.6634,23.6821,39.65,87,40,2.3,scattered clouds
141,Lázaro Cárdenas,MX,17.9583,-102.2,85.71,55,0,12.86,clear sky
142,Magadan,RU,59.5667,150.8,61.54,64,30,3.98,scattered clouds
143,Tarawa,KI,1.419,172.984,87.89,74,20,8.05,few clouds
144,Río Hato,PA,8.3833,-80.1667,85.55,79,40,6.91,scattered clouds
145,Santa Rita,PY,-25.7833,-55.0667,67.53,86,0,5.99,clear sky
146,La Ronge,CA,55.1001,-105.2842,66.45,72,100,5.75,overcast clouds
147,Christchurch,NZ,-43.5333,172.6333,54.41,71,17,8.05,few clouds
148,Thal,PK,35.4791,72.2439,49.93,60,3,7.65,clear sky
149,Zhuanghe,CN,39.7008,122.9911,67.91,49,1,7.99,clear sky
150,Acaraú,BR,-2.8856,-40.12,79.61,82,8,13.22,clear sky
151,Sitka,US,57.0531,-135.33,53.49,71,100,5.75,light rain
152,Queenstown,NZ,-45.0302,168.6627,44.17,80,59,3.49,broken clouds
153,Lospalos,TL,-8.5186,127.0025,74.14,89,92,6.22,overcast clouds
154,Roswell,US,34.0232,-84.3616,86.86,49,20,3.44,few clouds
155,Aasiaat,GL,68.7098,-52.8699,29.1,78,90,6.8,overcast clouds
156,Arzgir,RU,45.3728,44.2206,63.54,87,100,3.09,overcast clouds
157,Tarancón,ES,40.0085,-3.0073,56.1,86,95,3.53,overcast clouds
158,Bathsheba,BB,13.2167,-59.5167,81.21,89,40,5.75,scattered clouds
159,Chifeng,CN,42.2683,118.9636,65.71,33,5,13.4,clear sky
160,Saint-Joseph,RE,-21.3667,55.6167,70.18,67,24,14.25,few clouds
161,Isangel,VU,-19.55,169.2667,77.11,83,75,4.61,broken clouds
162,Santo Antônio do Içá,BR,-3.1022,-67.9397,74.5,95,80,1.32,broken clouds
163,Gurupá,BR,-1.405,-51.64,79.43,76,56,1.77,broken clouds
164,Fallon,US,39.4735,-118.7774,77.45,25,40,4.61,scattered clouds
165,Fale old settlement,TK,-9.3852,-171.2468,82.98,74,71,3.49,broken clouds
166,Hermanus,ZA,-34.4187,19.2345,62.8,72,33,27.69,scattered clouds
167,Iranshahr,IR,27.2025,60.6848,86.29,21,24,2.53,few clouds
168,Urangan,AU,-25.3,152.9,69.96,73,79,5.14,broken clouds
169,Kenai,US,60.5544,-151.2583,51.89,74,100,23.02,overcast clouds
170,Tonghae,KR,37.5439,129.1069,69.87,59,67,2.66,broken clouds
171,Padang,ID,-0.9492,100.3543,78.85,88,96,2.71,overcast clouds
172,Yung Shue Wan,HK,22.2333,114.1167,86.32,83,18,0.94,few clouds
173,Daru,PG,-9.0763,143.2092,78.19,89,99,15.39,light rain
174,Vadsø,NO,70.0744,29.7487,41.88,75,75,3.44,broken clouds
175,Calama,CL,-22.4667,-68.9333,66.69,10,0,16.11,clear sky
176,Kangar,MY,6.4414,100.1986,80.56,88,75,2.73,broken clouds
177,Luwingu,ZM,-10.2621,29.9271,56.3,59,47,3.22,scattered clouds
178,Oriximiná,BR,-1.7656,-55.8661,81.07,69,14,2.89,few clouds
179,Uturoa,PF,-16.7333,-151.4333,77.29,62,71,8.16,broken clouds
180,Saldanha,ZA,-33.0117,17.9442,55.45,88,100,31.94,overcast clouds
181,Valparaíso,CL,-33.0393,-71.6273,61.03,78,20,3.44,mist
182,Juàzeirinho,BR,-6.8167,-38.05,83.44,52,85,10.78,overcast clouds
183,Tezu,IN,27.9167,96.1667,78.94,53,25,3.33,scattered clouds
184,Toliara,MG,-23.35,43.6667,69.13,64,11,6.02,few clouds
185,Greymouth,NZ,-42.4667,171.2,52.23,79,55,2.26,broken clouds
186,Tianchang,CN,37.9981,114.0156,71.31,42,91,5.93,overcast clouds
187,Kyzyl,RU,51.7,94.45,57.69,53,17,2.3,few clouds
188,Naze,JP,28.3667,129.4833,74.32,75,1,18.45,clear sky
189,Kaga-Bandoro,CF,6.9896,19.1874,72.1,93,100,4.68,light rain
190,Nacala,MZ,-14.5428,40.6728,70.11,93,0,0.85,clear sky
191,Antofagasta,CL,-23.65,-70.4,63.68,90,20,8.86,few clouds
192,La Sarre,CA,48.8002,-79.1996,76.95,29,1,7.56,clear sky
193,Fort McMurray,CA,56.7268,-111.381,76.59,25,0,5.75,haze
194,Ulubey,TR,40.8721,37.7588,55.06,95,100,2.1,overcast clouds
195,Esim,GH,4.8699,-2.2405,75.96,94,100,4.32,overcast clouds
196,Whitburn,GB,54.9533,-1.3686,46.89,86,26,0.69,scattered clouds
197,Kalmunai,LK,7.4167,81.8167,79.07,83,99,3.51,overcast clouds
198,Holualoa,US,19.6228,-155.9522,76.84,87,75,11.5,broken clouds
199,Vargashi,RU,55.3556,65.8467,69.73,39,100,8.81,overcast clouds
200,Korla,CN,41.7597,86.1469,67.41,29,100,5.44,overcast clouds
201,Udachny,RU,66.4167,112.4,53.46,71,100,16.55,overcast clouds
202,Binzhou,CN,37.3667,118.0167,71.85,35,91,7.2,overcast clouds
203,Kill Devil Hills,US,36.0307,-75.676,66.22,97,100,8.05,mist
204,Zhänibek,KZ,49.4167,46.85,57.69,78,48,2.86,scattered clouds
205,Rabka-Zdrój,PL,49.6089,19.9665,51.15,95,92,3.56,overcast clouds
206,Afaahiti,PF,-17.75,-149.2833,78.67,66,42,6.15,scattered clouds
207,Diffa,NE,13.3154,12.6113,89.89,41,87,8.79,overcast clouds
208,Port Mathurin,MU,-19.6833,63.4167,77.38,62,1,22.55,clear sky
209,Berezovyy,RU,51.6667,135.7,40.64,100,100,4.0,overcast clouds
210,Pisco,PE,-13.7,-76.2167,71.65,73,0,11.5,clear sky
211,San Fernando,MX,24.85,-98.15,87.71,56,66,18.7,broken clouds
212,Tralee,IE,52.2704,-9.7026,57.42,81,2,7.36,clear sky
213,Eger,HU,47.9026,20.3733,52.57,94,9,6.38,clear sky
214,Bengaluru,IN,12.9762,77.6033,73.22,80,54,7.9,broken clouds
215,Boa Vista,BR,2.8197,-60.6733,87.78,58,40,3.44,scattered clouds
216,Dalai,CN,45.5,124.3,63.21,55,37,10.98,scattered clouds
217,Belyy Yar,RU,53.6039,91.3903,57.09,67,0,4.47,clear sky
218,Kapuskasing,CA,49.4169,-82.4331,82.4,23,20,11.5,few clouds
219,Lagos,PT,37.102,-8.6742,67.98,85,10,7.34,clear sky
220,Sinan,KR,34.8262,126.1086,66.31,85,1,10.54,clear sky
221,Hawaiian Paradise Park,US,19.5933,-154.9731,80.04,80,100,1.01,overcast clouds
222,Todos Santos,MX,23.45,-110.2167,68.45,73,64,8.5,broken clouds
223,Yeppoon,AU,-23.1333,150.7333,65.98,79,88,7.34,overcast clouds
224,Vilyuchinsk,RU,52.9306,158.4028,43.07,82,100,3.85,overcast clouds
225,Es Castell,ES,39.8795,4.2854,63.28,88,0,2.3,clear sky
226,Utrik,MH,11.2278,169.8474,80.69,82,100,11.97,light rain
227,Tazovsky,RU,67.4667,78.7,44.01,83,4,13.44,clear sky
228,Fort St. John,CA,56.2499,-120.8529,71.49,30,75,11.5,broken clouds
229,Altai,MN,46.3722,96.2583,38.82,72,26,3.96,scattered clouds
230,Ujae,MH,8.9322,165.7642,81.46,77,100,4.81,moderate rain
231,Hirara,JP,24.8,125.2833,76.86,94,100,8.05,overcast clouds
232,Kavieng,PG,-2.5744,150.7967,81.84,76,100,6.69,moderate rain
233,Tyuratam,KZ,45.6507,63.3156,78.66,15,100,10.07,overcast clouds
234,Naryan-Mar,RU,67.6713,53.087,44.22,82,48,4.32,scattered clouds
235,Broome,AU,-17.9667,122.2333,58.95,94,4,4.61,clear sky
236,Mwingi,KE,-0.9344,38.0601,65.68,92,39,8.03,scattered clouds
237,Oneida,US,43.2001,-75.4663,83.01,53,0,3.44,clear sky
238,Ādīs Zemen,ET,12.1167,37.7833,63.7,78,100,1.28,light rain
239,Vilshofen,DE,48.6333,13.1833,59.92,75,19,6.82,few clouds
240,Shangrao,CN,28.4532,117.9686,76.98,77,21,3.71,few clouds
241,Nouadhibou,MR,20.931,-17.0347,69.78,83,6,12.66,clear sky
242,Belidzhi,RU,41.8918,48.4125,64.98,85,85,3.8,overcast clouds
243,Makhambet,KZ,47.6667,51.5833,72.07,46,31,4.41,scattered clouds
244,Suez,EG,29.9737,32.5263,78.31,47,25,15.03,scattered clouds
245,Nabire,ID,-3.3667,135.4833,81.59,78,57,3.18,broken clouds
246,Kabansk,RU,52.0486,106.6528,54.52,67,97,7.49,overcast clouds
247,San Miguel de Cozumel,MX,20.5083,-86.9458,86.07,79,40,11.5,light rain
248,Cururupu,BR,-1.8283,-44.8683,75.63,93,18,3.51,few clouds
249,Al ‘Azīzīyah,IQ,32.9058,45.0616,86.52,24,60,11.12,broken clouds
250,Nerchinsk,RU,51.9833,116.5833,57.43,44,7,3.74,clear sky
251,Caleta de Carquín,PE,-11.0925,-77.6267,70.32,78,65,9.62,broken clouds
252,Formosa do Rio Preto,BR,-11.0483,-45.1931,77.7,42,8,3.06,clear sky
253,Ribeira Grande,CV,17.1856,-25.0724,74.68,81,54,10.65,broken clouds
254,Palafrugell,ES,41.9174,3.1631,67.42,51,0,1.01,clear sky
255,Kirensk,RU,57.7853,108.1119,54.95,57,34,2.3,scattered clouds
256,Aktau,KZ,43.65,51.2,66.78,56,15,11.68,few clouds
257,Neiafu,TO,-18.65,-173.9833,79.48,69,40,6.91,scattered clouds
258,Maqat,KZ,47.65,53.3167,71.26,64,12,5.14,few clouds
259,Tadine,NC,-21.55,167.8833,74.19,62,96,16.42,overcast clouds
260,Richards Bay,ZA,-28.783,32.0377,60.6,85,76,7.65,broken clouds
261,Rémire-Montjoly,GF,4.9167,-52.2667,77.04,94,0,0.0,clear sky
262,Terrace,CA,54.5163,-128.6035,66.11,42,75,5.75,broken clouds
263,Belmonte,BR,-15.8631,-38.8828,74.48,78,7,13.53,clear sky
264,Upington,ZA,-28.4478,21.2561,53.98,50,100,4.61,overcast clouds
265,Forbes,AU,-33.3833,148.0167,62.92,59,98,5.41,overcast clouds
266,Karratha,AU,-20.7377,116.8463,66.31,34,0,7.92,clear sky
267,Cartagena del Chairá,CO,1.3349,-74.8429,74.25,94,98,2.33,overcast clouds
268,Ribeira Brava,CV,16.6167,-24.3,71.35,83,40,11.68,scattered clouds
269,Kununurra,AU,-15.7667,128.7333,60.78,94,7,3.44,clear sky
270,Hithadhoo,MV,-0.6,73.0833,81.07,74,99,5.5,overcast clouds
271,Badger,US,64.8,-147.5333,44.51,86,100,10.36,light rain
272,Mae Chai,TH,19.346,99.814,73.89,91,34,0.76,scattered clouds
273,Kuta,ID,-8.7233,115.1723,78.75,88,75,5.99,broken clouds
274,New Norfolk,AU,-42.7826,147.0587,50.72,86,97,2.8,overcast clouds
275,Port Alberni,CA,49.2413,-124.8028,72.88,41,100,13.0,overcast clouds
276,Eidson Road,US,28.6772,-100.487,90.16,53,100,19.19,overcast clouds
277,Dunedin,NZ,-45.8742,170.5036,48.79,65,57,1.99,broken clouds
278,Perry,US,37.2506,-83.1999,86.18,49,1,4.27,clear sky
279,Minusinsk,RU,53.7103,91.6875,57.22,62,83,3.76,broken clouds
280,Cole Harbour,CA,44.6724,-63.4751,54.18,84,88,12.66,moderate rain
281,Tortum,TR,40.2973,41.5477,48.15,79,60,7.11,broken clouds
282,Nyandoma,RU,61.669,40.1991,43.16,56,100,9.1,overcast clouds
283,Sitia,GR,35.2,26.0986,64.98,86,86,12.5,overcast clouds
284,Ribeira Grande,PT,38.5167,-28.7,63.0,82,20,5.75,few clouds
285,Flying Fish Cove,CX,-10.4217,105.6791,78.48,88,100,10.36,overcast clouds
286,San Antonio Oeste,AR,-40.7319,-64.9477,57.45,44,100,14.76,overcast clouds
287,Karaj,IR,35.8355,51.0103,73.92,55,0,6.91,clear sky
288,Inírida,CO,3.8653,-67.9239,75.29,95,99,2.17,overcast clouds
289,El Granada,US,37.5027,-122.4694,80.92,68,0,20.71,haze
290,Turpan,CN,42.9333,89.1667,77.31,16,90,5.68,overcast clouds
291,Yuzhno-Kurilsk,RU,44.0306,145.8556,48.07,98,97,11.83,overcast clouds
292,Batumi,GE,41.6416,41.6359,67.98,83,20,3.44,few clouds
293,Özalp,TR,38.6548,43.993,48.7,78,19,3.09,few clouds
294,Longquan,CN,24.6719,102.1613,65.37,88,98,2.91,overcast clouds
295,Khairāgarh,IN,26.95,77.8167,84.74,47,1,2.59,clear sky
296,Aykhal,RU,66.0,111.5,52.92,90,100,20.0,overcast clouds
297,Priozersk,KZ,46.0311,73.7025,64.76,65,0,13.2,clear sky
298,São Vicente,PT,32.7967,-17.0432,67.41,81,77,3.78,broken clouds
299,Ribeira Brava,PT,32.65,-17.0667,68.72,78,59,3.09,broken clouds
300,Tegueste,ES,28.5167,-16.3167,64.99,86,75,16.11,broken clouds
301,Yayva,RU,59.3303,57.2641,60.17,97,74,4.14,broken clouds
302,Xingcheng,CN,40.6167,120.7167,70.41,36,20,7.14,few clouds
303,Antsiranana,MG,-12.2787,49.2917,73.92,76,2,15.46,clear sky
304,Farrukhnagar,IN,17.0778,78.2011,87.51,21,90,9.1,overcast clouds
305,Port Lincoln,AU,-34.7333,135.8667,58.89,62,97,3.89,overcast clouds
306,Kyren,RU,51.6828,102.1408,53.2,60,91,1.16,overcast clouds
307,Ust-Nera,RU,64.5667,143.2,62.08,47,10,4.47,light rain
308,Carnarvon,AU,-24.8667,113.6333,58.5,57,0,16.33,clear sky
309,Iskateley,RU,67.6803,53.1512,44.06,82,48,4.36,scattered clouds
310,Puerto Baquerizo Moreno,EC,-0.9,-89.6,81.59,78,75,16.11,broken clouds
311,San Patricio,MX,19.2167,-104.7,82.51,74,0,23.02,clear sky
312,Nova Sintra,CV,14.8667,-24.7167,69.55,81,41,11.03,scattered clouds
313,Severo-Yeniseyskiy,RU,60.3725,93.0408,58.44,84,20,3.71,few clouds
314,Kyelang,IN,32.5833,77.0333,22.62,96,94,3.6,overcast clouds
315,Jacksonville,US,30.3322,-81.6556,79.41,72,20,13.8,few clouds
316,Tual,ID,-5.6667,132.75,81.37,80,59,19.39,broken clouds
317,Swan Hill,AU,-35.3378,143.5544,54.68,75,81,8.79,broken clouds
318,Zhangaözen,KZ,43.3,52.8,74.53,45,0,18.54,clear sky
319,Al Ghayzah,YE,16.2079,52.176,83.08,81,0,5.82,clear sky
320,Salacgrīva,LV,57.7536,24.3581,44.42,74,59,11.54,broken clouds
321,Al Jawf,LY,24.1989,23.2909,84.24,41,100,4.29,overcast clouds
322,Gariadhar,IN,21.5333,71.5833,83.77,70,0,9.42,clear sky
323,Ruteng,ID,-8.6136,120.4721,61.75,79,90,2.26,overcast clouds
324,Muhafazat Ma'rib,YE,15.4591,45.3253,83.93,30,67,8.68,broken clouds
325,Merizo Village,GU,13.2658,144.6691,78.58,81,82,15.35,moderate rain
326,Kruisfontein,ZA,-34.0033,24.7314,60.13,41,67,8.68,broken clouds
327,Ayorou,NE,14.7308,0.9174,96.17,16,88,9.82,overcast clouds
328,Chortkiv,UA,49.0171,25.798,57.45,89,100,12.01,overcast clouds
329,Fort Bragg,US,35.139,-79.006,81.19,59,57,1.99,broken clouds
330,Mersing,MY,2.4312,103.8405,76.91,94,40,5.75,scattered clouds
331,Youssoufia,MA,32.2463,-8.5294,65.7,69,6,10.51,clear sky
332,Bocaiúva,BR,-17.1078,-43.815,76.71,55,1,11.39,clear sky
333,Kaoma,ZM,-14.7833,24.8,62.13,44,30,5.99,scattered clouds
334,Igreja,CV,15.0333,-24.3333,72.23,83,9,9.42,clear sky
335,Usinsk,RU,65.9939,57.5281,55.35,76,97,6.11,overcast clouds
336,Konark,IN,19.9,86.1167,84.6,91,10,6.53,clear sky
337,Ingeniero Luis A. Huergo,AR,-39.0833,-67.2333,50.9,36,54,6.82,broken clouds
338,Rastede,DE,53.25,8.2,51.91,58,3,8.28,clear sky
339,Nadi,FJ,-17.8,177.4167,75.2,88,75,8.1,moderate rain
340,Burang,CN,30.25,81.1667,27.81,86,74,3.53,broken clouds
341,Baskil,TR,38.5679,38.8238,51.64,64,31,4.27,scattered clouds
342,Kalabo,ZM,-14.97,22.6814,65.93,40,32,5.39,scattered clouds
343,Dryden,CA,49.7833,-92.7503,73.69,78,75,2.3,broken clouds
344,Luumäki,FI,60.9262,27.5814,41.05,82,63,6.58,broken clouds
345,Boyabat,TR,41.4689,34.7667,62.65,87,100,1.34,overcast clouds
346,Banda Aceh,ID,5.5577,95.3222,80.24,80,100,15.3,overcast clouds
347,Ipuã,BR,-20.4381,-48.0122,63.48,73,0,5.61,clear sky
348,Kaltungo,NG,9.8142,11.3089,84.11,53,89,6.67,overcast clouds
349,Xai-Xai,MZ,-25.0519,33.6442,66.47,93,0,5.37,clear sky
350,Vedaraniyam,IN,10.3667,79.85,84.29,87,100,19.75,overcast clouds
351,Chita,RU,52.0333,113.55,44.49,71,13,0.0,few clouds
352,Puerto Lempira,HN,15.2667,-83.7667,86.14,70,20,5.75,few clouds
353,Inarajan Village,GU,13.2736,144.7484,79.0,81,81,14.58,heavy intensity rain
354,Sisimiut,GL,66.9395,-53.6735,33.37,66,7,5.01,clear sky
355,Yoichi,JP,43.2039,140.7703,54.55,97,97,9.78,overcast clouds
356,São José da Coroa Grande,BR,-8.8978,-35.1478,77.59,81,55,8.86,broken clouds
357,Labytnangi,RU,66.6572,66.4183,53.91,67,7,4.99,clear sky
358,Huarmey,PE,-10.0681,-78.1522,72.37,79,71,9.86,broken clouds
359,Al Ḩawātah,SD,13.4167,34.6333,81.88,59,84,6.33,broken clouds
360,Guerrero Negro,MX,27.9769,-114.0611,66.2,61,1,21.59,clear sky
361,Kijang,ID,0.9,104.6333,83.35,78,80,9.66,broken clouds
362,Hobyo,SO,5.3505,48.5268,81.95,84,35,19.84,light rain
363,Lompoc,US,34.6391,-120.4579,74.7,71,40,15.99,scattered clouds
364,Happy Valley-Goose Bay,CA,53.3168,-60.3315,41.31,65,75,16.11,shower rain
365,Brookings,US,44.3114,-96.7984,77.34,91,100,0.0,overcast clouds
366,Constantia,ZA,-34.0314,18.4183,57.27,87,75,28.77,moderate rain
367,Krasnaya Yaruga,RU,50.8008,35.6583,55.0,85,24,4.61,few clouds
368,Alaghsas,NE,17.0187,8.0168,90.88,10,39,3.56,scattered clouds
369,Yuzha,RU,56.5831,42.0122,55.62,79,31,7.29,scattered clouds
370,Kiliya,UA,45.4552,29.2637,62.02,72,6,6.8,clear sky
371,Mitsamiouli,KM,-11.3847,43.2844,78.26,73,5,7.47,clear sky
372,Chimoio,MZ,-19.1164,33.4833,66.06,82,0,3.58,clear sky
373,Ubinskoye,RU,55.3068,79.6802,64.13,54,99,3.56,overcast clouds
374,Portland,AU,-38.3333,141.6,53.35,94,100,4.97,light rain
375,Poltavka,RU,54.3663,71.7632,69.51,30,52,8.32,broken clouds
376,Puerto Deseado,AR,-47.7503,-65.8938,49.57,42,1,13.22,clear sky
377,Pago Pago,AS,-14.2781,-170.7025,83.39,84,75,11.5,broken clouds
378,Olinda,BR,-8.0089,-34.8553,82.13,74,20,9.22,few clouds
379,Coweta,US,33.3835,-84.7666,86.34,47,0,5.75,clear sky
380,Rakops,BW,-21.0167,24.3333,68.77,23,0,1.07,clear sky
381,Cape Coast,GH,5.1053,-1.2466,78.53,86,97,10.13,overcast clouds
